CODIGO_LOCAL,NOMBRE_LOCAL,CP
1546,STAND -- EXPERIS ECI PRINCESA II,28008
92,Madrid Princesa,28008
95,PORTUGALETE,48920
Z001544,BADAJOZ,6010
1500,"GRUPO MOVIL CONECTATE, S.L",28923
579,ALCOTEL,28019
815,"GRUPO LIDERTEL, S.L.",28021
1448,RADITEL,28025
1551,STAND -- EXPERIS TIENDAS ECI MENDEZ ALVARO,28045
043a,MADRID - MARCELO USERA,28026
045b,MADRID - General Ricardos,28019
50,Madrid Goya,28001
276,MAD RUFINO BLANCO,28028
342,MAD CASTELLO,28001
3534,ARAUJO BARJA MARIA CELSA,28006
326,MAD PRINCIPE DE VERGARA-1,28006
131,"TIETARNET INFORMATICA Y COMUNICACIONES, S.L.",5420
185,"TC ORDENADORES MULTIMEDIA, S.L",5400
184,SERVICIOS INFORM. CANDELEDA,5480
013a,TALAVERA - Juan Carlos I,45600
45,Madrid Fuencarral,28004
336,MAD SOR ANGELA DE LA CRUZ,28020
333,MAD REINA MERCEDES,28020
335,MAD JULIAN ROMEA,28003
223,MAD FERN�NDEZ DE LOS RIOS,28015
1427,ROLVAS 5 CIUDAD REAL S.L,19200
45,GUADALAJARA,19002
1,BRAVO MURILLO,28015
2,VEL�ZQUEZ,28001
3,COMANDANTE ZORITA,28016
4,ALBERTO ALCOCER,28016
5,JUAN P�REZ DE Z��IGA,28020
6,SERRANO,28001
7,AVENIDA DE LOS ANDES,28042
8,GRECIA,28233
9,CASTILLA LA MANCHA,28230
10,DIVERSIA,28109
11,MALLORCA CAF� (Jard�n Serrano Restaurante)(abajo),28001
12,MALLORCA CAF� (MODA SHOPPING),28020
13,MALLORCA CAF� (ZIELO DE POZUELO),28244
14,MALLORCA CAF� (Jard�n Serrano) (Arriba),28001
16,GENOVA,28004
17,MALLORCA CAF� GENOVA (abajo),28004
691,ABOUT LINE S.L.,28022
1059,ABOUT LINE S.L.,28043
1469,ABOUT LINE S.L.,28043
1560,STAND -- EXPERIS TIENDAS ECI CAMPO NACIONES,28042
248,MAD RIO ULLA,28017
279,MAD FERN�NDEZ LANSEROS,28017
268,Lleida,25006
213,"COMUNIC INTEGR VALDEORRAS, S.L",32300
688,688,25600
81,BERGA - La Pau,8600
477,"GSM BAHIA, S.L.U.",29200
0088b,COMERCIAL JOSENDE S.L. JUMA,29630
138b,M�LAGA - CC La Rosaleda,29011
144a,ARROYO DE LA MIEL - Garc�a Lorca,29630
20,BENALM�DENA,29631
Z001528,TORREVIEJA,3180
406,GA.BOIRO,15930
109,GA.CO.GENERAL SANJURJO242,15005
503,GA.OUR.AV ZAMORA,32005
506,GA.OUR.HABANA,32004
508,GA.OUR.SAINZA,32005
556,GA.VERIN,32600
562,GA. XINZO DE LIMIA 2,32630
85,GADIS HIPER OURENSE,32003
675,GA.ARTEIXO 2,15142
120,GA.CO.ORZAN,15003
686,GA.CO.MENENDEZ PELAYO,15005
939,GA.CO.SAN AGUSTIN,15010
697,GA.CO.ALFREDO VICENTI,15004
7,ECI CATALU�A,8002
83,GADIS HIPER MONFORTE,27400
86,GADIS HIPER O BARCO,0
1162,BC VIALIA MALAGA,29002
TEST,TEST,28000
551,GA.O CARBALLI�O,32500
90,GADIS HIPER LALIN,0
410,GA.A ESTRADA,36680
411,GA.A GUARDA,36780
82,GADIS HIPER TUI,36700
009a,MADRID - CC La Gavia,28051
830,BREATEL S.L.U.,28053
999,BREATEL S.L.U.,28031
277,"MUNTEL PLANET, S.L - AVDA. DE LA ALBUFERA",28038
328,MAD CIUDAD DE BARCELONA,28007
564,"GRUPCOM RETAIL,  S.L.",28017
818,RIOPAR,28012
430,RIOPAR,28005
985,BREATEL S.L.U.,28045
033a,MADRID - Hacienda de Pavones,28030
34,MADRID - Delicias,28045
247,MAD MEDITERR�NEO,28007
329,MAD FERROCARRIL,28045
343,MAD ATOCHA,28014
274,MAD FERNANDO D�AZ,28019
1540,STAND -- ROLVAS 5 ECI CALLAO,28013
36,MADRID - Glorieta Puerta de Toledo,28005
93,Madrid Sol,28013
503,ALIMERKA-LE-ROMA,24001
505,ALIMERKA-LE-SUERO QUI�ONES,24002
2320,T1-PASTA,8820
E-MD1S,Medol/ E-MD1S,43000
E-MDTS,Medol/Tienda,43000
E-MB2,MONTBLANC HOSTELER�A A.S._Z (A ZGZ),43005
893,CRS CHANNEL SERVICIOS TELEF SL,40006
1028,"TOTALFAN, S.L.",40200
110a,SEGOVIA - Gobernador Fdez Jnez,40002
1993,BC ACERA DARRO,18005
137,"DIGITAL SUR, S.L",6920
474,"CENTROMOVILESBADAJOZ, S.L",6200
496,"VODAREX COMUNICACIONES, S.L.L.",6900
608,"VODAREX COMUNICACIONES, S.L.L.",6220
1600,STAND -- ECI GUADALAJARA,19004
29,�VILA,5001
259,Madrid Bravo Murillo,28020
601,GA.FE.INFERNI�O,15403
277,GA.FOZ 3,27780
948,GA.RIBADEO 2,27700
89,GADIS HIPER O BURGO,0
28,MADRID - L�pez de Hoyos,28002
273,MAD BARAJAS,28042
I001101,RAMBLA CATALU�A,8007
338,MAD DOCTOR ESQUERDO,28007
231,MAD HORTALEZA,28004
241,MAD BA�EZA,28035
303,GA.CEDEIRA,15350
12,M�STOLES - Constituci�n,28931
COMP_005,SORDOMED,46006
COMP_004,AUDIFON,46004
COMP_003,OPTICA 2000  ECI Sorolla,46002
22,ALCAL� DE HENARES,28804
A-BA53,Caffe Di Roma / A-BA53,28000
A-BA30,Rodilla/  A-BA30,28000
A-BA69,Sibarium T2 Planta 1 Salidas Zona Embarque D.,28000
A-BA14,Caffriccio /  A-BA14,28000
A-BA19,Illy /  A-BA19,28000
A-BA28,Medas Beer /  A-BA28,28000
A-BA31,Medas Ready to Eat /  A-BA31,28000
A-BA36,Deli & Cia/  A-BA36,28000
A-BA37,Natural Break /  A-BA37,28000
A-BA39,Caffriccio/  A-BA39,28000
A-BA54,DELE & CIA / A-BA54,28000
A-BA75,Medas Ready to Eat /  A-BA75,28000
A-BA44,Plaza Mayor /  A-BA44,28000
767,767,8912
832,832,8913
709,709,8913
017a,MADRID - Cea Berm�dez,28003
39,MADRID - General �lvarez de Castro,28010
T-4,Forfaits Grau (flor de neu),8000
E-FU,MEDAS,28597
ALI 3,ALICANTE 3,3071
A_M7,MALAGA AEROP. TRAVEL MATE TIENDA,29004
A-M3,Sibarium /  A-M3,29004
A-M4,COTTET M�LAGA,29004
2341,DSM M�laga,29004
2340,GM M�laga,29004
2342,Four M�laga,29004
808,808,8980
E-EMHS,EMPORDA HOSTELERIA  A.S._SUD,8000
E-EMTS,EMPORDA TIENDA A.S._SUD,8000
R-CH3,Caf� Caf� /  R-CH3 - NO PERTENECE A AREAS,28036
S009,FH GAND�A,46700
R-AT4,Natural Break /  R-AT4,28000
A-BA22,Eating point/  A-BA22,28000
A-BA72,PARFOIS � T3 Planta 1 Salidas Zona Embarque E -,28000
A-BA71,ADIDAS � T3 Planta 1 Salidas Zona Embarque E,28000
A-BA56,El Jet /  A-BA56,28000
A-BA64,Adidas T1 Planta 1 Salidas Zona Embarque C,28000
A-BA67,Sibarum/ A-BA67,28000
A-BA29,Starbucks /  A-BA29,28000
A-BA68,The Sweet Market  / A-BA68,28000
A-BA73,Parfois � T1 Planta 1 Salidas Zona Embarque B,28000
MAD4,MADRID 4,28042
745,"GRUPCOM RETAIL,  S.L.",17520
64,ALIMERKA-OV-SATURNINO FRESNO,33011
A-B29,Airport Market T1,8820
A-B50,Divers / A-B50,8000
A-B52,SECRET SUCRES,8000
R-SA7,Ars / Frantfurt  R-SA7,8100
R-SA8,Ars / Self R-SA8,8100
BCN 6,BARCELONA 3,8820
BCN2 (MOD3),BCN2,8820
4,AIRE MADRID MAYOR,28012
687,"ASPASOFT COMUNICACIONES, S.L.",28042
2301,Aventel,28000
2302,Aventel,28000
2303,Aventel,28000
2304,Aventel,28000
2305,Aventel,28000
2306,Aventel,28000
2307,Aventel,28000
2308,Aventel,28000
2309,Aventel,28000
2310,Aventel,28000
2311,Aventel,28000
2312,Aventel,28000
2313,Aventel,28000
2314,Aventel,28000
2315,Aventel,28000
2316,Aventel,28000
2317,Aventel,28000
2318,Aventel,28000
2319,Aventel,28000
2320,Aventel,28000
2321,Aventel,28000
2322,Aventel,28000
2323,Aventel,28000
2324,Aventel,28000
2325,Aventel,28000
2353,Salesland,28000
2354,Salesland,28000
2355,Salesland,28000
2356,Salesland,28000
2357,Salesland,28000
2358,Salesland,28000
2359,Salesland,28000
2360,Salesland,28000
2361,Salesland,28000
2362,Salesland,28000
2363,Salesland,28000
2364,Salesland,28000
2366,Salesland,28000
2367,Salesland,28000
2368,Salesland,28000
2369,Salesland,28000
2370,Salesland,28000
2372,Salesland,28000
2374,Salesland,28000
2375,Salesland,28000
2376,Salesland,28000
2377,Salesland,28000
2378,Salesland,28000
2380,Salesland,28000
2381,Salesland,28000
2382,Salesland,28000
2384,Salesland,28000
2385,Salesland,28000
2388,Salesland,28000
2389,Salesland,28000
2390,Salesland,28000
2391,Salesland,28000
2392,Salesland,28000
2393,Salesland,28000
2394,Salesland,28000
2396,Salesland,28000
2397,Salesland,28000
2455,Salesland,28000
2456,Salesland,28000
2457,Salesland,28000
2458,Salesland,28000
2459,Salesland,28000
2460,Salesland,28000
2461,Salesland,28000
2462,Salesland,28000
2463,Salesland,28000
2464,Salesland,28000
2465,Salesland,28000
2466,Salesland,28000
2467,Salesland,28000
2468,Salesland,28000
2469,Salesland,28000
2470,Salesland,28000
2471,Salesland,28000
2472,Salesland,28000
2473,Salesland,28000
256,Sants,8901
MAL1,MALAGA 1 LOCAL D1.1,29004
035116M,G.C. MOTOR 2,35119
035009K,G.C. MOTOR 2,35008
038013Y,AUTOMOTOR CANARIAS 2,38300
038623Z,AUTOMOTOR CANARIAS 2,38639
3208,GARAGE RIO,8750
0320E,SARSA,8205
0320M,LESSEPS MOTOR,8023
0321S,OSONA AUTOMOCIO,8500
0321T,ONDINAUTO,8210
0321U,FECOSAUTO,8100
0321X,TAES MOTOR,8042
0321Z,MOTORSOL MANSO,8015
0322K,MARESME LESSEPS,8302
0322L,GARAGE RIO,8830
3237,AUTO COMARCA DEL VALLES,8190
0323J,BLAU MOTORS,7009
0323R,AMCARS 2007,7009
3246,PROAUTO,17005
3270,SARSA GRANOLLERS,8430
3277,BAIX EBRE MOTOR,43500
3282,GARAJE EUROPA VENDRELL,43700
3290,M-MOTOR,8020
0A211,CATALUNYA MOTOR,8040
0321R,MARTORELL MOTOR,8760
0323M,MANACOR MOVIL,7500
3251,SALA CARS,8243
3252,JOUMOVIL,8720
3283,VIGARAUTO,43006
13270,BALDOMERO MARTINEZ,43206
CI008,"AUTOM�VILES CITRO�N ESPA�A, S. A. (BADAL)",8014
CI009,"TARRAUTO MOTOR, S.L.U.",43006
FO005,"ROMACAR ABS, S.L.",8019
3100,VALDERRIBAS MOTOR,28007
0310L,NOBLEJAS MOTOR,28037
0310R,MOTOR DYE,28946
0310S,AUTOTRECA,28760
0310V,GRAN CENTRO GETAFE,28905
0311K,AUTOS JUANJO,28980
3125,SEALCO,28922
3128,HERGO MOTOR,28400
0312D,EQUIPOS M. AUTOMOCION,28300
0312G,SAGREDO MOTOR,28820
0312J,SURMOCION,28914
3134,ANCRISA,28044
3137,R. YUSTE,5002
3144,ROMACAR,28222
0315A,COMATUR,13005
3175,GIL AUTOMOCION,28850
3177,VIBASA,16002
3179,NOAUTO SEGOVIA,40006
3187,EUROMOVIL TALAVERA,45600
3194,AUTO UBEDA,45800
3481,TALLERES ROVIRA,10600
3485,HONORIO AUTOMOCION,10005
3544,AUTO MORIZ,26004
3646,ELECTRO-SANZ HERMANOS,9400
3647,ARLANZON MOTOR,9001
3652,COLLADO SERVICIOS,34003
3661,HONORIO,37700
3675,REGIO MOTOR,49025
3815,MOTOR ARAGON,50013
3831,AUTOBIN,22500
0A111,CASTELLANA MOTOR,28046
0A611,VALLADOLID MOTOR,47013
OP007,"VEPISA VEH�CULOS, S.L.",47610
OP008,"ROAUTO, S.A.",28002
OP009,"MOTOR ALUCHE, S.A.",28011
PE006,MOSA NORTE,28029
PE008,MOSA MADRID,28012
RE006,"VEH�CULOS DE ARAG�N, S.L.",50012
RE007,RENAULT RETAIL GROUP. CALLE ALCAL�,28027
RE008,COTA AUTOMOCI�N,28025
VO007,"JARAMAUTO, S.A.",28045
VO008,"M. CONDE, S.A.",28044
VO009,CASTELLANA WAGEN,28022
0312B,CONDE MOTOR,28031
3176,AMARCO CAR,19004
3665,SEAUTO,37184
3808,AUTOMOVILES SERRABLO,22600
CI005,"COMERCIAL CITROEN, S.A. (M-4)",28036
CI006,AUTOMOVILES CITRO�N ESPA�A S.A.,28007
FO007,"ALMOAUTO, S.A. (BRANCH ALCAL�)",28027
FO008,DEYSA (BRANCH CONDE PE�ALVER),28006
PE007,MOSA VILLAVERDE,28041
2,GAES AV. DEL PUERTO,46023
3,GAES BAR�N DE C�RCER,46001
3317,PRIM TORRECILLAS,3007
3340,SERRAUTO,3203
3345,JOSE JORRO SUCH E HIJOS,3700
3346,AUTOM. SALA RODRIGUEZ,3015
3352,AUTO SINC,3804
3355,AUTOS RAMON'S,3300
44,GAES PUERTO DE SAGUNTO,46520
49,GAES SAGUNTO,46500
3389,GINES HUERTAS CERVANTES,30100
RE010,"HERRERO Y LOPEZ, S.A.",30110
3390,GINES HUERTAS CERVANTES,30310
4,GAES BURJASSOT,46100
17,GAES BENETUSSER,46910
35,GAES MANISES,46940
1,GAES AUSIAS MARCH,46013
7,GAES SERRERIA,46022
15,GAES ARCHIDUQUE CARLOS,46018
41,GAES PESSET ALEIXANDRE,46025
46,GAES QUIRON,46010
20,GAES CAMPANAR,46015
37,GAES MISLATA,46920
42,GAES PRIMADO REIG,46019
56,GAES XIRIVELLA,46950
32,GAES JES�S,46007
89,Alicante Maissonave,3003
80120,ORVECAME,35008
4,BCN - C.C. LA ROCA VILLAGE,8430
3313,TALLERES ALCIAUTO,46600
3315,SEARE,46340
3320,SERV.Y AUTOMOVILES,46700
3330,TORRECILLAS Y RUBENS,2002
0333B,MOTOR J. R. VALLE,46023
3368,SEVI REAL,12540
3383,MONTAUTO GRUPO MONTALT,46900
3820,AUTO TALLERES TORRES,44195
0A311,LEVANTE MOTOR,46014
PE013,HISPANOMOCI�N VALENCIA,46014
3322,COMERCIAL SETABENSE,46800
3361,AUTO ESTELLER,12500
FO009,"ATURSA AUTOMOCION, S.L.",46026
80046,RAHN ARAUNA,38108
80041,COANSA,38010
5500,Aventel,28000
5501,Aventel,28000
5502,Aventel,28000
5503,Aventel,28000
5505,Aventel,28000
5506,Aventel,28000
5507,Aventel,28000
5508,Aventel,28000
5509,Aventel,28000
5510,Aventel,28000
5511,Aventel,28000
5512,Aventel,28000
5513,Aventel,28000
5514,Aventel,28000
5515,Aventel,28000
5516,Aventel,28000
5518,Aventel,28000
5519,Aventel,28000
5520,Aventel,28000
5521,Aventel,28000
5522,Aventel,28000
5523,Aventel,28000
5524,Aventel,28000
5525,Aventel,28000
5526,Aventel,28000
5527,Aventel,28000
5528,Aventel,28000
5529,Aventel,28000
5530,Aventel,28000
5531,Aventel,28000
5532,Aventel,28000
5533,Aventel,28000
5534,Aventel,28000
5536,Aventel,28000
5537,Aventel,28000
5538,Aventel,28000
5539,Aventel,28000
5540,Aventel,28000
5541,Aventel,28000
5542,Aventel,28000
5543,Aventel,28000
5544,Aventel,28000
5546,Aventel,28000
5547,Aventel,28000
5548,Aventel,28000
5549,Aventel,28000
5550,Aventel,28000
5551,Aventel,28000
5552,Salesland,28000
5553,Salesland,28000
5554,Salesland,28000
5555,Salesland,28000
5556,Salesland,28000
5557,Salesland,28000
5558,Salesland,28000
5559,Salesland,28000
5560,Salesland,28000
5562,Salesland,28000
5563,Salesland,28000
5564,Salesland,28000
5565,Salesland,28000
5566,Salesland,28000
5568,Salesland,28000
5569,Salesland,28000
5570,Salesland,28000
5571,Salesland,28000
5572,Salesland,28000
5573,Salesland,28000
5574,Salesland,28000
5575,Salesland,28000
5576,Salesland,28000
5577,Salesland,28000
5578,Salesland,28000
5579,Salesland,28000
5581,Salesland,28000
5582,Salesland,28000
5583,Salesland,28000
5584,Salesland,28000
5585,Salesland,28000
5586,Salesland,28000
5589,Salesland,28000
5590,Salesland,28000
5591,Salesland,28000
5594,Salesland,28000
5595,Salesland,28000
5596,Salesland,28000
5597,Salesland,28000
5598,Salesland,28000
5599,Salesland,28000
5600,Salesland,28000
5601,Contesta,28000
5602,Contesta,28000
5604,Contesta,28000
5605,Contesta,28000
5606,Contesta,28000
5607,Contesta,28000
5608,Contesta,28000
5609,Contesta,28000
5610,Contesta,28000
5611,Contesta,28000
5612,Contesta,28000
5613,Contesta,28000
5614,Contesta,28000
5615,Contesta,28000
5616,Contesta,28000
5617,Contesta,28000
5618,Contesta,28000
5619,Contesta,28000
5620,Contesta,28000
5621,Contesta,28000
5622,Contesta,28000
5623,Contesta,28000
5624,Contesta,28000
5625,Contesta,28000
5626,Contesta,28000
5627,Contesta,28000
5628,Contesta,28000
5650,Aventel,28000
5651,Aventel,28000
5652,Aventel,28000
5653,Aventel,28000
5654,Aventel,28000
5655,Aventel,28000
5656,Aventel,28000
5657,Aventel,28000
5702,Salesland,28000
5703,Salesland,28000
5704,Salesland,28000
5706,Salesland,28000
5707,Salesland,28000
5708,Salesland,28000
5710,Salesland,28000
5711,Salesland,28000
5713,Salesland,28000
5715,Salesland,28000
5716,Salesland,28000
5717,Salesland,28000
5718,Salesland,28000
400,Aventel,28000
401,Aventel,28000
402,Aventel,28000
403,Aventel,28000
404,Aventel,28000
405,Aventel,28000
406,Aventel,28000
407,Aventel,28000
409,Aventel,28000
410,Aventel,28000
411,Aventel,28000
412,Aventel,28000
413,Aventel,28000
414,Aventel,28000
415,Aventel,28000
416,Aventel,28000
417,Aventel,28000
418,Aventel,28000
419,Aventel,28000
420,Aventel,28000
421,Aventel,28000
450,Salesland,28000
451,Salesland,28000
452,Salesland,28000
453,Salesland,28000
454,Salesland,28000
455,Salesland,28000
456,Salesland,28000
457,Salesland,28000
458,Salesland,28000
459,Salesland,28000
460,Salesland,28000
461,Salesland,28000
499,Cititeam,28000
500,Cititeam,28000
502,Cititeam,28000
503,Cititeam,28000
504,Cititeam,28000
505,Cititeam,28000
506,Cititeam,28000
507,Cititeam,28000
508,Cititeam,28000
509,Cititeam,28000
510,Cititeam,28000
511,Cititeam,28000
513,Cititeam,28000
514,Cititeam,28000
515,Cititeam,28000
517,Cititeam,28000
518,Cititeam,28000
519,Cititeam,28000
520,Cititeam,28000
521,Cititeam,28000
80119,MOTOR 7 ISLAS,38312
3702,ROYSAN AUTO,27003
3726,AUTOS FERROL,15407
3729,COMPOSTELA MOTOR,15864
3735,BREA MOTOR,15890
3739,SANCHEZ MOVIL,15008
3743,COPERSA,32005
3760,TOBIAUTO,36600
3764,CATOVA AUTOMOVIL,36164
3766,IBERICAR SALFER,36214
0A711,MARINEDA MOTOR,15008
PE011,MOSA VIGO,36214
03A08,ASTURIAS MOTOR,33392
03A10,VAROCAR,33930
CI010,"VALGI, S.A.",33211
PE010,LOZAUTO,33010
VO010,ASTURWAGEN,33211
3636,ASTORAUTO,24410
80048,CENTRO AUTO CANARIAS 2,35014
3930,NAVARRO SEGURA,4620
3935,INDAMOVIL,4700
OP006,"CONCESI�N EXTREME�A DE VEH�CULOS, S.A. (CONVESA)",6008
3430,NUEVA AUTOMOCION,6008
3455,AUT. REP. PE�ARROYA,14200
3458,AUTOBECO,14900
3909,TALLERES BONACHERA,18500
3953,TROPIAUTO MOTRIL,18600
3908,SAVOY,23009
3923,CORMOSA,29010
3926,MOTOR 93,29600
3928,AUTOMOVILES RUEDA,29004
3938,AUTOS BELLAMAR,29650
OP005,GALVEZ MOTOR S.A.,29004
VO006,"M�LAGA WAGEN, S.A.",29004
80091,JOVERAUTO,52006
0A411,SEVILLA MOTOR,41006
VO005,"SEVILLA WAGEN, S.A.",41006
3404,HISPALAUTO,41007
3409,CAYSA MOVIL,41900
PE012,MOSA SEVILLA,41007
3408,NAZARAUTO,41703
3413,GARRIJERSON,41500
3593,MOVISA,1007
3594,LAUDIO MOTOR,1400
3562,TALLERES HERCOS COLINDRES,39750
3566,BESAUTO,39311
PE014,DANSA,48903
13560,MIGUEL ARROYO,39011
RE009,VIDAL DE LA PE�A AUTOMOVILES,39011
3586,KEP-AUTO,20018
3555,IRU�A MOTOR,31013
0355D,RIBERA CAR,31500
13552,AUTO EGA,31200
FO010,"PAMPLONA CAR, S.L.",31191
PE009,AUTOMOVILES TORREGROSA,31600
3520,LEIOA MOTOR,48940
3530,AUTOMOVILES GALINDO,48910
3532,GALDAKAUTO,48960
OP010,AUCASA,48013
MAD 6,ATOCHA,28045
038113N,AUTOMOTOR CANARIAS 2,38110
CI007,"AUTOM�VILES CITRO�N ESPA�A, S.A. (MARAGALL)",8032
R-2,Xirixuca Pas (Les Terrasses MUMM),8000
28,Tommy Mel's Heron Diversia,28108
A-BA10,Capriccio /  A-BA10,28000
CT05400,SAN MARTIN,40001
800,Contesta,28000
801,Contesta,28000
802,Contesta,28000
803,Contesta,28000
804,Contesta,28000
805,Contesta,28000
806,Contesta,28000
808,Contesta,28000
809,Contesta,28000
810,Contesta,28000
811,Contesta,28000
812,Contesta,28000
813,Contesta,28000
814,Contesta,28000
815,Contesta,28000
816,Contesta,28000
853,Salesland,28000
854,Salesland,28000
856,Salesland,28000
857,Salesland,28000
860,Salesland,28000
864,Salesland,28000
865,Salesland,28000
866,Salesland,28000
867,Salesland,28000
868,Salesland,28000
869,Salesland,28000
870,Salesland,28000
899,Cititeam,28000
900,Cititeam,28000
901,Cititeam,28000
902,Cititeam,28000
903,Cititeam,28000
904,Cititeam,28000
905,Cititeam,28000
906,Cititeam,28000
907,Cititeam,28000
908,Cititeam,28000
909,Cititeam,28000
910,Cititeam,28000
911,Cititeam,28000
912,Cititeam,28000
913,Cititeam,28000
914,Cititeam,28000
916,Cititeam,28000
917,Cititeam,28000
918,Cititeam,28000
919,Cititeam,28000
920,Cititeam,28000
922,Cititeam,28000
923,Cititeam,28000
924,Cititeam,28000
925,Cititeam,28000
930,Cititeam,28000
933,Cititeam,28000
934,Cititeam,28000
935,Cititeam,28000
936,Cititeam,28000
938,Cititeam,28000
939,Cititeam,28000
940,Cititeam,28000
941,Cititeam,28000
942,Cititeam,28000
FH05392,FH AS CANCELAS,15703
038113N_02,AUTOMOTOR CANARIAS 2,38007
MAD5,MADRID 5,28042
FO006,COVESA VEHICULOS S.L. (GIRVISA),17458
10068,10068,8915
820,820,8915
MAD3,MADRID 3,28042
A-BA74,PIQUADRO � T1 Planta 1 Salidas � Zona Embarque B,28000
A-BA92,ANDALE,28000
PE017,MAVISA TERRASSA,8223
FO014,"AUTOMOCIO 2000 BCN,S.A.",8015
PE015,AUTO ALMOGAVERS - LA MAQUINISTA,8030
PE016,BARCELONESA,8015
RE012,AUTANSA 3000 S.L.U.,8014
RE013,AUTOM.Y SUMINISTRAMENTS PERE IV S.L.,8020
VO012,MOTORSOL SA,8036
OP013,GUDAYOL AUTO-TALLER S.A,17190
VO013,"COMERCIAL PEBEX, S.A.",43005
CI003,GENIALAUTO,35014
VO011,"WAGEN MOTORS, S.A.",2007
RE011,"GINESTAR AUTOMOCION,S.L.U.",46026
1830,BOLINCHES,46023
CI011,"UGARTE, S.A.",46023
VO004,HATUSA,38107
FO013,"FORMULA BALEAR, S. A.",7006
PE018,MOSA PALMA,7008
8252,8252,17300
FO011,"FERRIMOVIL, S.A.",41900
RE014,SYRSA AUTOMOCI�N,41013
OP014,"SUAUTO DE AUTOMOCI�N, S.A.",41007
FO012,"TEC.SERVICIOS DE AUTOMOCI�N,S.A.",41007
A-BA41,Eating Point   /  A-BA41,28000
55,SESTAO,48910
68,VITORIA,1013
22,GIJ�N,33213
53,LUGONES,33420
34,SAN SEBASTI�N,20015
41,AVIL�S,33410
54,LAS ROZAS,28230
59,MAJADAHONDA,28220
62,S.S DE LOS REYES,28700
84,LEGAN�S,28918
39,PONTEVEDRA,36143
OP011,ACE�A M�VIL,27003
31,CASTELL�N,12006
52,ALCIRA,46600
56,CHIRIVELLA,46014
66,PATERNA,46980
29,M�RIDA,6800
49,LA L�NEA,11300
45,PETRER,3610
58,MURCIA II,30009
46,GRANADA,18006
50,SAN VICENTE,3690
51,SAN JUAN DE ALICANTE,3550
70,HUELVA,21110
43,DOS HERMANAS,41700
A-BA93,UDON YA,28000
MAD 4,MADRID 1,28042
A-BA26,Mas Q Menos /  A-BA26,28000
A-BA91,Evian - T4 Centro,28000
256,MAD EUROPA,28023
54,GREFUSA (Recepci�n),46600
R-SA6,Natural Break /  R-SA6 - NUEVO SISTEMA DE CAJA -,8014
47,PRAT,8820
48,TARRASA II,8228
60,TARRAGONA,43080
17,AGENCIA EUROPEA PARA SEGURIDAD Y SALUD EN EL TRABAJO,48009
1820,BILBAO,48001
1823,MAX OCIO,48906
1873,BOULEVARD VITORIA,1013
2018,"ALCOCER PEREZ, MARIA LUISA",38700
28975,"SANMAMED, JUAN",15960
17650,Libya Riba,8022
11,GREY S.A.,28050
12,ALPHABET ING CAR LEASE,28232
15,VOLVO,28046
34,AXN/SONY,28223
4,"Galp Distribuci�n Oil Espa�a, S.A.U. (AGIP S.A.)",28108
40,SGS TECNOS,28042
49,EUROPEAN AIR TRANSPORT - DHL,28042
5,"ARCANO ASESORES FINANCIEROS, S.L. (ARCANO)",28006
6,ANSALDO STS ESPANA SA,28006
7,"Bausch & Lomb,S.A.",28100
87,GADIS HIPER OLEIROS,0
107,GA.CO.B� DE LAS FLORES,15008
141,GA.BETANZOS,15300
1174,Andorra Colibr�,200
14,PALMA-BARCELONA,8000
13,BARCELONA -PALMA,8000
87,BARCELONA- BERLIN,8000
88,BERLIN- BARCELONA,8000
17,BCN-BILBAO,8000
18,BILBAO-BCN,8000
38,BRUSELAS - BARCELONA,8000
37,BARCELONA- BRUSELAS,8000
33,BCN-AMSTERDAM,8000
34,AMSTERDAM-BCN,8000
74,SEVILLA MONTEQUINTO,41013
A-BA94,BRILIOLE BAR,28000
1,HOTEL CALYPSO,3503
1,HOTEL CASTILLA,3503
1,HOTEL DIPLOMATIC,3503
1,HOTEL MARINA PLAYA,4638
1,MONTECARMELO,28001
1,HOTEL MONT�BOLI,3570
1,HOTEL NEREO,3503
1,HOTEL ORANGE,3503
1,HOTEL PUEBLO,3503
1,HOTEL RIALTO,3503
1,SALA DE DESPIECE (SERVIGROUP),3502
1,HOTEL TORRE DORADA,3502
1,HOTEL - RESIDENCIA VENUS,3503
1,HOTEL LA ZENIA,3189
1,HOTEL ORFILA,28010
1,HOTEL Z�NIT DON YO,50001
1,CALDEA,8000
AV-2,Villalegre,33400
PR-1,Pravia,33120
UD01,UDON BORN,8003
UD02,UDON ARENAS,8015
AV-1,Glez Abarca,33400
AV-5,La C�mara,33402
AV-6,Versalles,33405
AV-7,El Carbayedo,33402
UD03,UDON YA C. C. L'ILLA DIAGONAL,8029
UD04,UDON YA C. C. LAS ARENAS,8015
UD05,UDON L'ILLA,8029
UD06,UDON MAREMAGNUM,8039
UD07,UDON RAVAL,8002
OV-1,OP Oviedo,33004
UD08,UDON EIXAMPLE,8007
3,CASTELLON 1,12002
8,VLC-ESLAVA,46002
13,VLC-PLAZA ESPA�A,46007
15,RIBARROJA,46190
17,TORRENT 2,46900
19,VINAROS,12500
21,CC EL SALER 1,46013
22,CARLET,46240
23,ALCUDIA,46250
26,SUECA,46410
27,VLC-EXP. ANDRES,46022
28,ALGEMESI,46680
29,BENIFAIO,46450
30,SILLA,46460
31,TORRENT 1,46900
32,PATERNA,46980
33,REQUENA,46340
34,MISLATA,46920
35,MANISES,46940
36,MONCADA,46113
